id,prediction,CHOICE
0,1,2
1,1,0
2,1,1
3,1,1
4,1,1
5,1,0
6,1,0
7,0,1
8,1,1
9,0,1
10,1,1
11,1,0
12,0,0
13,0,0
14,2,2
15,1,1
16,1,1
17,0,0
18,1,1
19,1,2
20,1,0
21,1,1
22,1,1
23,1,0
24,1,1
25,1,1
26,1,1
27,0,0
28,2,2
29,1,1
30,1,2
31,1,1
32,1,0
33,2,1
34,1,2
35,1,1
36,1,1
37,0,0
38,2,2
39,1,1
40,1,1
41,0,0
42,1,1
43,1,1
44,0,0
45,1,1
46,1,1
47,1,0
48,1,2
49,1,1
50,1,1
51,1,1
52,1,1
53,1,1
54,1,1
55,1,1
56,1,1
57,0,0
58,1,1
59,0,0
60,0,0
61,1,1
62,1,1
63,1,1
64,1,0
65,0,0
66,1,1
67,1,0
68,1,1
69,1,1
70,1,1
71,1,1
72,1,1
73,1,1
74,1,1
75,1,1
76,1,1
77,1,1
78,1,0
79,1,1
80,1,1
81,1,1
82,0,1
83,1,1
84,1,1
85,1,1
86,1,1
87,1,1
88,0,0
89,1,1
90,1,1
91,1,1
92,1,1
93,1,1
94,1,0
95,1,0
96,0,0
97,1,1
98,1,1
99,1,1
100,1,0
101,1,0
102,1,1
103,1,1
104,1,0
105,1,1
106,0,0
107,1,1
108,1,1
109,1,0
110,1,1
111,1,1
112,0,0
113,1,2
114,1,1
115,1,1
116,1,0
117,1,1
118,1,1
119,1,1
120,1,0
121,1,1
122,1,1
123,1,0
124,1,1
125,1,1
126,0,0
127,0,0
128,1,1
129,1,1
130,1,1
131,0,0
132,1,1
133,1,1
134,0,0
135,0,0
136,1,0
137,1,1
138,1,0
139,0,0
140,1,1
141,1,0
142,0,0
143,0,0
144,1,1
145,2,2
146,0,0
147,1,0
148,0,0
149,1,1
150,1,1
151,1,1
152,0,2
153,1,1
154,1,0
155,1,1
156,1,1
157,1,1
158,1,1
159,0,0
160,1,1
161,1,1
162,1,0
163,1,1
164,2,1
165,1,1
166,1,1
167,1,0
168,1,1
169,1,1
170,1,0
171,1,1
172,1,1
173,0,0
174,1,1
175,1,0
176,1,1
177,1,1
178,1,0
179,0,0
180,1,1
181,1,1
182,0,0
183,1,1
184,1,1
185,1,1
186,1,1
187,1,1
188,1,1
189,1,1
190,2,1
191,1,0
192,1,1
193,1,1
194,1,0
195,1,0
196,1,0
197,1,1
198,1,2
199,1,0
200,1,1
201,1,1
202,1,1
203,1,1
204,1,0
205,1,1
206,1,1
207,1,1
208,1,1
209,0,0
210,1,1
211,1,0
212,1,1
213,1,1
214,0,0
215,1,1
216,1,0
217,0,0
218,1,1
219,1,0
220,1,2
221,1,1
222,2,1
223,0,1
224,1,1
225,1,1
226,1,1
227,1,1
228,1,1
229,1,1
230,1,1
231,1,1
232,1,1
233,1,2
234,1,1
235,1,1
236,1,1
237,1,1
238,1,1
239,1,0
240,1,0
241,2,1
242,1,0
243,1,1
244,0,2
245,1,1
246,1,1
247,1,1
248,1,1
249,1,1
250,1,1
251,1,1
252,1,1
253,1,1
254,1,1
255,1,1
256,1,1
257,0,1
258,1,1
259,1,1
260,1,1
261,0,1
262,1,0
263,1,1
264,1,1
265,1,0
266,1,1
267,1,1
268,1,1
269,1,1
270,1,1
271,1,0
272,2,2
273,1,1
274,2,1
275,1,1
276,1,2
277,1,1
278,1,1
279,0,1
280,1,1
281,1,1
282,1,1
283,1,1
284,0,0
285,1,1
286,1,1
287,0,0
288,1,0
289,1,1
290,1,1
291,1,1
292,1,1
293,1,1
294,1,1
295,2,2
296,1,1
297,1,1
298,1,1
299,1,1
300,0,0
301,1,1
302,1,1
303,1,0
304,1,0
